"account_id","account_name","avg_wau_last_12_weeks","customer_since_date","health_summary_flag","opportunity_id","pred_point","projects_created_last_12_weeks","renewal_week","stage_name","total_active_arr","weeks_as_customer","weeks_to_renewal","weeks_with_preds_last_12_weeks"
"0010Z000025nzRlQAI","Sanofi-Aventis Australia Pty Limited","0.583","2018-12-28","Green","0060Z00000qKmOdQAK","2019-04-15","19","2019-12-23","7-Closed Won","","16","36","3"
"0012A00002GP5XyQAL","1st Financial Bank USA","3.416","2018-01-15","Green","0062A00000qjmEYQAY","2018-05-07","77","2019-01-14","7-Closed Won","","16","36","9"
"001F000001rQGhXIAW","Net Pay Advance, Inc.","3.000","2016-09-15","Green","0060Z00000nMC2UQAW","2020-01-06","144","2020-09-14","7-Closed Won","30060.0","173","36","12"
"0012A000029WXtMQAW","Cummings Creative Group (CCG)","0.333","2018-07-27","Green","0060Z00000tD7g8QAC","2019-11-18","0","2020-07-27","7-Closed Won","40000.0","69","36","3"
"0012A00002DIqM0QAL","HINO MOTORS, LTD.","2.083","2018-12-21","Yellow","0063q00000xoZtSAAU","2020-04-13","18","2020-12-21","7-Closed Won","60000.0","69","36","0"
"0013q00002EXjGkAAL","ATMB AUTOROUTES ET TUNNEL DU MONT BLANC S.A.","1.083","2021-03-31","Green","0063q00000zqu9fAAA","2021-07-19","17","2022-03-28","8-Closed Lost","33750.0","16","36","4"
"0012A00002GR8MZQA1","LIXIL CORPORATION","2.000","2018-03-30","Yellow","0063q00000zqWdYAAU","2021-07-19","69","2022-03-28","7-Closed Won","33000.0","173","36","8"
"0013q00002H8jZSAAZ","MFS, Inc.","2.500","2021-04-01","Green","0063q00000zqhx2AAA","2021-07-19","30","2022-03-28","7-Closed Won","32000.0","16","36","7"
"0012A00002DHI2gQAH","RLI Insurance Company","0.750","2019-03-29","Green","0060Z00000riBrqQAE","2021-07-19","5","2022-03-28","7-Closed Won","107200.0","121","36","7"
"0010Z00002AB3M6QAL","Banco CSF","1.250","2021-04-01","Green","0063q00000zqZNlAAM","2021-07-19","21","2022-03-28","8-Closed Lost","18000.0","16","36","3"
"0013q00002EYEcMAAX","University Hospitals of Morecambe Bay Trust","3.666","2020-04-03","Green","0063q00000zqXpdAAE","2021-07-19","52","2022-03-28","7-Closed Won","89775.0","68","36","12"
"0010Z00002ABc26QAD","Byrider","1.333","2021-03-31","Green","0063q00000zKikJAAS","2021-07-19","11","2022-03-28","7-Closed Won","30300.0","16","36","2"
"0010Z000025nacDQAQ","SANTEN PHARMACEUTICAL CO.,LTD.","0.916","2019-03-29","Green","0063q00000zqfNVAAY","2021-07-19","10","2022-03-28","7-Closed Won","58500.0","121","36","5"
"001F000001qli1KIAQ","OSAKA GAS CO., LTD.","1.833","2016-09-30","Green","0063q00000zqf9eAAA","2021-07-19","150","2022-03-28","7-Closed Won","135168.0","251","36","11"
"0012A000028saLgQAI","NISSAN MOTOR CO.,LTD.","1.416","2020-07-27","Green","0063q00000ytdfaAAA","2020-11-16","16","2021-07-26","7-Closed Won","20000.0","16","36","10"
"0013q00002F3DMHAA3","Rapsodo","1.500","2020-07-28","Red","0063q00000yug4xAAA","2020-11-16","48","2021-07-26","8-Closed Lost","15030.0","16","36","7"
"0012A000029wMrCQAU","Safety National Casualty Corporation","0.583","2019-07-31","Green","0060Z00000sZh7aQAC","2020-11-16","20","2021-07-26","7-Closed Won","126000.0","68","36","2"
"0010Z0000294CGyQAM","ENTAIN GROUP PTY LTD","3.666","2019-07-31","Green","0063q00000xpwofAAA","2020-11-16","12","2021-07-26","7-Closed Won","120000.0","68","36","12"
"0013q00002F1h9pAAB","Liquid Web","0.166","2020-07-31","Green","0063q00000yugF7AAI","2020-11-16","6","2021-07-26","8-Closed Lost","14400.0","16","36","1"
"0012A000029WXtMQAW","Cummings Creative Group (CCG)","0.250","2018-07-27","Green","0063q00000yYEkLAAW","2020-11-16","0","2021-07-26","7-Closed Won","45000.0","121","36","2"
"0012A00002IKZoOQAX","Bharti Airtel limited Gurgaon","0.000","2019-03-29","Yellow","0063q00000yuZELAA2","2020-11-16","0","2021-07-26","8-Closed Lost","56250.0","86","36","0"
"0010Z000022ycHfQAI","NIPPON TELEGRAPH AND TELEPHONE EAST CORPORATION","3.833","2020-07-27","Green","0063q00000ytQjqAAE","2020-11-16","146","2021-07-26","7-Closed Won","35062.5","16","36","10"
"0012A000023s1reQAA","Boyd Gaming Corporation","0.916","2019-07-30","Grey","0063q00000zquu8AAA","2020-11-16","9","2021-07-26","7-Closed Won","80100.0","68","36","5"
"0010Z000023jxpfQAA","Spruce","1.333","2020-07-31","Green","0063q00000yufOhAAI","2020-11-16","5","2021-07-26","8-Closed Lost","15000.0","16","36","1"
"0013q00002DNzebAAD","GCC Horizons","0.083","2020-07-31","Green","0063q00000yucAkAAI","2020-11-16","0","2021-07-26","8-Closed Lost","48000.0","16","36","0"
"0012A000022AT8tQAG","University of Texas - Austin","1.083","2020-07-30","Green","0063q00000yue30AAA","2020-11-16","5","2021-07-26","8-Closed Lost","11250.0","16","36","0"
"0010Z000025nZzAQAU","Lotte Co.,Ltd.","1.916","2020-07-31","Green","0063q00000yuZA4AAM","2020-11-16","1309","2021-07-26","7-Closed Won","114628.8","16","36","12"
"0013q00002FiN06AAF","Genxlead","1.416","2020-07-27","Green","0063q00000ybnt1AAA","2020-11-16","60","2021-07-26","7-Closed Won","28500.0","16","36","3"
"0010Z00002946MUQAY","LGM Financial Services Inc.","1.666","2020-07-31","Green","0063q00000yuNLeAAM","2020-11-16","9","2021-07-26","7-Closed Won","30120.0","16","36","9"
"0012A00002CjOwGQAV","TextNow, Inc.","1.000","2017-07-31","Green","0063q00000yuAGTAA2","2020-11-16","0","2021-07-26","7-Closed Won","52000.0","172","36","12"
"0010Z000022yglRQAQ","UBE INDUSTRIES, LTD.","2.083","2018-08-07","Green","0063q00000wIrpPAAS","2020-11-23","102","2021-08-02","8-Closed Lost","48000.0","120","36","4"
"0012A0000207TjlQAE","BUPA Investments Ltd","2.750","2018-08-10","Green","0063q00000wJS7eAAG","2020-11-30","58","2021-08-09","7-Closed Won","145000.0","121","36","11"
"0010Z00002E2TFmQAN","Dunelm (Soft Furnishings) Ltd","2.083","2020-08-14","Green","0063q00000wIbtCAAS","2020-11-30","117","2021-08-09","7-Closed Won","59800.0","16","36","10"
"0012A00002GQ09CQAT","Torstar Corporation","0.000","2018-08-20","Green","0060Z00000nLXcSQAW","2020-12-07","0","2021-08-16","7-Closed Won","174400.0","120","36","0"
"0010Z00001wqzODQAY","Florida International University","0.916","2018-08-20","Green","0063q00000ytAuSAAU","2020-12-07","310","2021-08-16","7-Closed Won","43200.0","120","36","2"
"0012A000029TVKxQAO","DENTSU DIGITAL, INC.","0.500","2017-08-10","Green","0063q00000yuo0vAAA","2020-11-30","18","2021-08-09","7-Closed Won","46500.0","173","36","3"
"0010Z000025nZiJQAU","J.FRONT RETAILING Co.,Ltd.","3.666","2020-08-18","Green","0063q00000wIMcHAAW","2020-12-07","118","2021-08-16","7-Closed Won","33000.0","16","36","8"
"0013q00002FkHu4AAF","Cognitive Contractor","1.250","2020-08-19","Green","0063q00000wIiNTAA0","2020-12-07","50","2021-08-16","7-Closed Won","54000.0","16","36","5"
"0013q00002Fyfu6AAB","Off the Grid","1.000","2020-08-28","Green","0063q00000wIy0zAAC","2020-12-14","13","2021-08-23","8-Closed Lost","23760.0","16","36","8"
"001F000001h65H4IAI","Axos Bank","1.083","2016-09-01","Green","0063q00000wJD12AAG","2020-12-21","31","2021-08-30","7-Closed Won","60000.0","225","36","1"
"0013q00002DN015AAD","Karma Innovations Pte Ltd","1.000","2020-08-31","Green","0063q00000wJ4RiAAK","2020-12-21","117","2021-08-30","8-Closed Lost","25001.46","16","36","12"
"0010Z000022yUwIQAU","ENEOS Corporation","3.083","2019-09-02","Green","0063q00000wIy0uAAC","2020-12-21","596","2021-08-30","7-Closed Won","120000.0","68","36","12"
"0012A00002IKSFbQAP","JCB CO., LTD.","2.416","2019-07-29","Green","0063q00000yteCFAAY","2020-12-14","76","2021-08-23","7-Closed Won","160022.88","72","36","4"
"0010Z000025navsQAA","The Dai-ichi Life Information Systems Co.,Ltd.","2.000","2020-08-24","Green","0063q00000wIrpKAAS","2020-12-14","12","2021-08-23","8-Closed Lost","32000.0","16","36","9"
"0010Z00001wwfxFQAQ","Tokio Marine Seguradora S A","2.083","2018-08-27","Green","0060Z00000ug0EaQAI","2020-12-14","49","2021-08-23","7-Closed Won","48750.0","120","36","12"
"0010Z00001yW3KvQAK","Smart Chicken","1.000","2018-08-31","Green","0060Z00000nLYJVQA4","2020-12-21","11","2021-08-30","7-Closed Won","85611.25","121","36","12"
"0010Z000028mjWMQAY","PDPC","1.083","2019-08-06","Green","0063q00000wIc0rAAC","2020-12-14","0","2021-08-23","7-Closed Won","45235.45","71","36","12"
"0012A00002DkCu1QAF","SAISON INFORMATION SYSTEMS CO.,LTD.","2.583","2020-08-28","Green","0063q00000wJ0dwAAC","2020-12-14","54","2021-08-23","8-Closed Lost","69000.0","16","36","3"
"0010Z000028mNgBQAU","CHUBU Electric Power Co.,Inc.","0.750","2019-09-11","Green","0063q00000wJHjRAAW","2020-12-28","28","2021-09-06","8-Closed Lost","33000.0","68","36","2"
"0010Z00001wq6UCQAY","SENSHUKAI CO., LTD.","10.666","2018-09-07","Green","0063q00000wJ09nAAC","2020-12-28","409","2021-09-06","7-Closed Won","176000.0","121","36","12"
"0012A000029UbrKQAS","BizCapital Correspondente Bancario LTDA","1.000","2017-09-12","Green","0060Z00000saXnRQAU","2020-12-28","19","2021-09-06","7-Closed Won","20000.0","172","36","1"
"0012A00002F4a39QAB","Alnylam Pharmaceuticals, Inc.","0.500","2020-12-31","Green","0063q00000zKEZxAAO","2021-04-19","7","2021-12-27","7-Closed Won","139230.0","16","36","0"
"0010Z000026AJAIQA4","BP Lubricants USA, Inc.","2.416","2018-12-31","Green","0063q00000xodJ0AAI","2021-04-19","23","2021-12-27","8-Closed Lost","82800.0","120","36","12"
"0012A00002IKEZQQA5","Suppliercard Administradora de Cartões S/A","1.083","2018-12-15","Green","0063q00000zKLi4AAG","2021-04-19","7","2021-12-27","7-Closed Won","47623.53","123","36","4"
"0012A00002GR8IrQAL","Kirin Holdings Company, Limited","7.416","2017-12-28","Green","0063q00000zKCGmAAO","2021-04-19","332","2021-12-27","7-Closed Won","68250.0","173","36","12"
"0010Z000028l7leQAA","Randstad North America, L.P.","0.000","2020-12-31","Green","0063q00000zKLhzAAG","2021-04-19","0","2021-12-27","7-Closed Won","45000.0","16","36","0"
"0010Z000022yUvAQAU","AJINOMOTO CO., INC.","0.583","2021-01-01","Green","0063q00000zKEV9AAO","2021-04-19","18","2021-12-27","7-Closed Won","32000.0","16","36","2"
"0012A000029xWDnQAM","G&F Financial Group","0.500","2018-01-01","Green","0063q00000zKBmmAAG","2021-04-19","2","2021-12-27","8-Closed Lost","49500.0","172","36","1"
"001F000001eYnrrIAC","NS SOLUTIONS CORPORATION","7.500","2016-01-01","Green","0063q000010ueJVAAY","2021-04-19","988","2021-12-27","7-Closed Won","20000.0","277","36","12"
"0010Z00001yVXV6QAO","SHISEIDO COMPANY, LIMITED","1.416","2020-01-01","Green","0063q00000zKHZAAA4","2021-04-19","165","2021-12-27","7-Closed Won","68640.0","68","36","12"
"0013q00002GcViHAAV","Philip Morris Spain S.L","1.250","2020-12-30","Green","0063q00000zqsjBAAQ","2021-04-19","1","2021-12-27","7-Closed Won","35000.0","16","36","6"
"0010Z000023JTT1QAO","Transports publics de la région lausannoise SA","0.250","2018-10-01","Green","0063q00000zKJRpAAO","2021-04-19","3","2021-12-27","7-Closed Won","33000.0","133","36","1"
"0010Z000025r0KzQAI","Florida Gulf Coast University","0.000","2018-12-31","Grey","0060Z00000qKnJSQA0","2021-04-19","0","2021-12-27","8-Closed Lost","60000.0","120","36","0"
"0012A00002Fg3U6QAJ","KLA Corporation","0.250","2020-12-29","Green","0063q00000zKJZUAA4","2021-04-19","9","2021-12-27","8-Closed Lost","33000.0","16","36","1"
"0012A000029Woo0QAC","The Hershey Company","1.333","2019-10-15","Green","0063q00000zKPE1AAO","2021-04-19","45","2021-12-27","7-Closed Won","181696.0","79","36","3"
"0010Z000025nzRlQAI","Sanofi-Aventis Australia Pty Limited","0.000","2018-12-28","Green","0063q00000zJySrAAK","2021-04-19","0","2021-12-27","7-Closed Won","45000.0","121","36","0"
"0012A00002IrrJIQAZ","ALPS ALPINE CO., LTD.","1.250","2019-01-07","Yellow","0063q00000zK2xpAAC","2021-04-26","36","2022-01-03","7-Closed Won","36000.0","120","36","12"
"0012A000029zaVBQAY","BoomTown","0.416","2017-05-17","Black","0063q00000zKMv4AAG","2021-04-26","10","2022-01-03","8-Closed Lost","0.0","206","36","1"
"0013q00002GcCeJAAV","Hitachi Construction Machinery Tierra Co., Ltd.","0.333","2021-01-04","Green","0063q00000zKAFSAA4","2021-04-26","0","2022-01-03","8-Closed Lost","21000.0","16","36","0"
"0012A00002BO5uhQAD","Dave, Inc.","2.666","2018-01-05","Green","0063q00000zKLiEAAW","2021-04-26","1","2022-01-03","7-Closed Won","71500.0","173","36","12"
"0010Z000028mjWMQAY","PDPC","1.333","2019-08-06","","0060Z00000ufKw6QAE","2019-12-16","28","2020-08-24","7-Closed Won","","19","36","8"
"0012A00002Bvm1TQAR","American College of Cardiology","1.083","2017-09-05","Yellow","0063q00000xpKRFAA2","2021-04-26","61","2022-01-03","7-Closed Won","20000.0","190","36","8"
"0013q00002EacMRAAZ","Philip Morris Brasil Industria e Comercio Ltda.","3.333","2021-01-04","Green","0063q00000zKDmTAAW","2021-04-26","253","2022-01-03","8-Closed Lost","63000.0","16","36","9"
"0012A00002IKZiaQAH","Hachijuni Bank, Ltd.","1.583","2021-01-13","Green","0063q00000zKNPmAAO","2021-05-03","90","2022-01-10","7-Closed Won","20000.0","16","36","5"
"0010Z000023rsiTQAQ","TORAY INDUSTRIES, INC.","2.666","2021-01-12","Green","0063q00000zKJJiAAO","2021-05-03","85","2022-01-10","7-Closed Won","33200.0","16","36","8"
"0013q00002F2nGKAAZ","Barata & Ramilo, S.A. (d.b.a. Parfois)","1.583","2021-01-11","Green","0063q00000zJzalAAC","2021-05-03","68","2022-01-10","7-Closed Won","36000.0","16","36","9"
"0012A0000204AZGQA2","Thrivos, Inc. (fka CASH1)","2.000","2017-01-15","Green","0063q00000vtp6QAAQ","2021-05-03","36","2022-01-10","7-Closed Won","30000.0","225","36","12"
"0012A00002IHpzPQAT","goPuff","0.916","2020-01-15","Green","0063q00000vtmQnAAI","2021-05-03","4","2022-01-10","8-Closed Lost","115000.0","68","36","1"
"0012A00002DkCJpQAN","CANON IT SOLUTIONS INC.","3.666","2018-10-23","Green","0063q000010uv05AAA","2021-05-03","157","2022-01-10","7-Closed Won","47813.0","132","36","10"
"0010Z000028lwj6QAA","DBS Hong Kong","2.333","2019-10-01","Green","0063q00000zKb2FAAS","2021-05-03","23","2022-01-10","7-Closed Won","90009.66","83","36","5"
"0013q00002GbqgKAAR","MOL Information Systems, Ltd.","3.750","2021-01-11","Green","0063q00000zKQDhAAO","2021-05-03","217","2022-01-10","7-Closed Won","45000.0","16","36","10"
"0012A00002IZbuuQAD","Carsome","1.583","2021-03-01","Green","0063q00000zqRNtAAM","2021-06-21","130","2022-02-28","7-Closed Won","27720.0","16","36","12"
"0012A00002GR8CAQA1","JFE STEEL CORPORATION","0.250","2018-02-28","Yellow","0063q00000zqON9AAM","2021-06-21","0","2022-02-28","7-Closed Won","33000.0","173","36","0"
"0012A000025Hb4JQAS","SHIMIZU CORPORATION","0.916","2017-03-01","Yellow","0063q00000zqPr5AAE","2021-06-21","16","2022-02-28","7-Closed Won","32000.0","225","36","2"
"001F000001hTwrkIAC","EUREKA, INC,","0.416","2017-01-01","Red","0060Z00000ri9QvQAI","2021-06-21","9","2022-02-28","8-Closed Lost","45000.0","234","36","0"
"0012A000023sHGUQA2","SB C&S Corp.","4.250","2017-03-01","Green","0063q00000zqNMUAA2","2021-06-21","90","2022-02-28","7-Closed Won","151504.1","225","36","12"
"0012A00002IKZikQAH","Hokkaido Electric Power Co., Inc.","3.000","2021-03-12","Green","0063q00000zqU5AAAU","2021-06-28","153","2022-03-07","7-Closed Won","35062.5","16","36","8"
"0012A00002GNV1qQAH","Birch Hill Equity Partners","2.083","2018-02-28","Green","0063q00000y91nbAAA","2021-06-21","14","2022-02-28","7-Closed Won","58000.0","173","36","12"
"0010Z000025kLF8QAM","PT Berlian Sistem Informasi","2.000","2019-02-28","Green","0063q00000zqNtJAAU","2021-06-21","60","2022-02-28","7-Closed Won","56250.0","121","36","12"
"0012A00002Gq1UNQAZ","Lenovo Tecnologia do Brasil Ltda.","1.583","2018-03-13","Green","0063q00000zqhwdAAA","2021-06-28","108","2022-03-07","7-Closed Won","40000.0","172","36","9"
"001F000001lY60cIAC","PANASONIC CORPORATION","3.166","2016-09-26","Green","0063q00000zqPrKAAU","2021-06-21","219","2022-02-28","7-Closed Won","166887.5","247","36","12"
"0012A00002GQupRQAT","DAIFUKU CO., LTD.","0.750","2018-03-09","Green","0063q00000zqRPSAA2","2021-06-28","1","2022-03-07","7-Closed Won","68640.0","173","36","0"
"0012A0000207qSdQAI","3PlayMedia","1.916","2017-03-20","Green","0062A00000qlDXJQA2","2020-07-06","65","2021-03-15","7-Closed Won","38000.0","172","36","12"
"0010Z00001yW7REQA0","Catholic Education Diocese of Parramatta","1.833","2019-03-15","Yellow","0063q00000yA6LPAA0","2020-07-06","7","2021-03-15","7-Closed Won","45000.0","69","36","3"
"0012A000023tz52QAA","Spotcap Global Services GmbH","1.166","2017-03-31","Grey","0060Z00000n81wWQAQ","2020-07-06","0","2021-03-15","8-Closed Lost","78000.0","171","36","12"
"0012A000029UEh4QAG","TOYOTA TECHNICAL DEVELOPMENT CORPORATION","1.000","2017-03-15","Green","0063q00000y9ZrMAAU","2020-07-06","74","2021-03-15","7-Closed Won","36000.0","173","36","5"
"001F000001snQusIAE","ITOCHU TECHNO-SOLUTIONS CORPORATION","0.000","2020-03-23","Green","0063q00000yAGatAAG","2020-07-13","0","2021-03-22","7-Closed Won","92930.0","16","36","0"
"0010Z000026AhIzQAK","MIURA CO.,LTD.","0.916","2019-03-25","Green","0063q00000yAAQuAAO","2020-07-13","36","2021-03-22","8-Closed Lost","36000.0","68","36","7"
"0012A00002Fdo0mQAB","Credigy Solutions Inc.","5.416","2018-03-22","Green","0063q00000yAqCIAA0","2020-07-13","39","2021-03-22","7-Closed Won","91800.0","121","36","10"
"0013q00002EYIBRAA5","KADOKAWA Connected Inc.","2.750","2020-04-01","Green","0063q00000yAYE8AAO","2020-07-20","95","2021-03-29","8-Closed Lost","225731.0","16","36","11"
"0012A00002JLYXYQA5","KYOTO UNIVERSITY","1.333","2018-03-20","Green","0063q00000yAjCkAAK","2020-07-20","22","2021-03-29","7-Closed Won","36000.0","122","36","2"
"0012A00002AdDjzQAF","ROHM COMPANY LIMITED","0.000","2018-01-15","Green","0063q00000yAuaYAAS","2020-07-20","0","2021-03-29","7-Closed Won","168168.0","131","36","0"
"0012A00002GQR7xQAH","WEST JAPAN RAILWAY COMPANY","0.666","2017-11-06","Yellow","0063q00000vssueAAA","2020-07-20","19","2021-03-29","7-Closed Won","36000.0","141","36","2"
"001F000001qli1KIAQ","OSAKA GAS CO., LTD.","1.333","2016-09-30","Green","0063q00000y9RXBAA2","2020-07-20","27","2021-03-29","7-Closed Won","135168.0","199","36","8"
"0010Z000023MvEhQAK","Ayudhya Capital Services Co., Ltd.","1.583","2019-03-25","Green","0060Z00000r0K3zQAE","2020-07-13","14","2021-03-22","7-Closed Won","87000.0","68","36","6"
"0012A00002GQuJ1QAL","DENTSU INC.","1.083","2019-03-27","Green","0063q00000yAHfHAAW","2020-07-13","19","2021-03-22","7-Closed Won","57000.0","68","36","5"
"0012A00001vAoLFQA0","Kornerstone Credit","2.000","2017-01-31","Green","0060Z00000tEQekQAG","2020-07-20","36","2021-03-29","7-Closed Won","52000.0","181","36","12"
"0012A00002AdERtQAN","JTB CORP.","1.916","2019-03-27","Yellow","0063q00000yAAX2AAO","2020-07-13","31","2021-03-22","7-Closed Won","66000.0","68","36","2"
"0012A00002GR8MZQA1","LIXIL CORPORATION","0.666","2018-03-30","Green","0063q00000yASB0AAO","2020-07-20","4","2021-03-29","7-Closed Won","68640.0","121","36","1"
"0010Z000025nacDQAQ","SANTEN PHARMACEUTICAL CO.,LTD.","1.666","2019-03-29","Green","0063q00000zK4VBAA0","2020-07-20","51","2021-03-29","7-Closed Won","46500.0","69","36","7"
"001F000001hTZpzIAG","Demyst Data, Ltd.","5.000","2016-04-04","Green","0060Z00000riFysQAE","2020-07-20","176","2021-03-29","7-Closed Won","97936.8","224","36","12"
"0012A00002HTR6AQAX","Pepper Finance Corporation, S.L.U.","1.916","2018-03-30","Green","0062A00000rUmpJQAS","2020-07-20","3","2021-03-29","7-Closed Won","48000.0","121","36","12"
"0012A00002Gm9FpQAJ","METAWATER CO.,LTD.","0.416","2018-05-21","Green","0063q00000wukoWAAQ","2020-07-20","24","2021-03-29","7-Closed Won","48000.0","113","36","3"
"0012A00002DK8KFQA1","COMICSMART INC.","0.166","2018-04-09","Green","0063q00000yAwvyAAC","2020-07-27","0","2021-04-05","8-Closed Lost","36000.0","120","36","1"
"001F000001ntJ8RIAU","AFLAC, Inc.","3.583","2020-04-10","Green","0063q00000zqp7uAAA","2020-07-27","413","2021-04-05","7-Closed Won","231413.0","16","36","6"
"0012A00002FdZHhQAN","Flexshopper, Inc.","0.250","2020-04-14","Green","0063q00000wuN7AAAU","2020-08-03","1","2021-04-12","7-Closed Won","14500.0","16","36","0"
"0013q00002EaPkcAAF","DOT818 LLC","2.083","2020-04-15","Green","0063q00000wuJWeAAM","2020-08-03","44","2021-04-12","8-Closed Lost","20000.0","16","36","11"
"0010Z000025sI9TQAU","Inland Revenue Authority of Singapore","0.000","2020-04-13","Green","0063q00000y9Y27AAE","2020-08-03","0","2021-04-12","8-Closed Lost","0.0","16","36","0"
"0012A00001ty5UVQAY","SBI Holdings, Inc.","4.916","2017-04-12","Green","0063q00000wuEdjAAE","2020-08-03","153","2021-04-12","8-Closed Lost","140236.8","173","36","12"
"0010Z000022ydjXQAQ","GoldenTree Asset Management","0.083","2020-04-13","Green","0063q00000wu7KBAAY","2020-08-03","0","2021-04-12","8-Closed Lost","40000.0","16","36","0"
"0012A00002BQP3zQAH","Vueling Airlines","0.000","2018-04-17","Green","0060Z00000lfAs4QAE","2020-08-03","0","2021-04-12","7-Closed Won","71373.4","120","36","0"
"0012A00002GR8GCQA1","JSR CORPORATION","2.416","2019-04-19","Red","0063q00000wuHVkAAM","2020-08-10","160","2021-04-19","7-Closed Won","68640.0","69","36","6"
"001F000001izgSLIAY","American First Finance","1.500","2016-04-25","Green","0060Z00000tDnzrQAC","2020-08-10","21","2021-04-19","7-Closed Won","30000.0","224","36","12"
"0012A00002BvtDMQAZ","MISUMI GROUP INC.","2.916","2018-04-06","Green","0063q00000yBFlYAAW","2020-08-10","52","2021-04-19","7-Closed Won","68640.0","123","36","12"
"0013q00002F33B8AAJ","MYNAVI CORPORATION - 2","2.500","2020-04-20","Green","0063q00000yB41EAAS","2020-08-10","25","2021-04-19","7-Closed Won","97152.0","16","36","10"
"0012A000025Hb4JQAS","SHIMIZU CORPORATION","1.083","2017-03-01","None","0062A00000oGBnnQAG","2017-06-19","30","2018-02-26","7-Closed Won","","16","36","3"
"001F000001X9uHLIAZ","PredictiveCaller","0.666","2015-12-18","None","0062A00000nW5VSQA0","2017-04-10","22","2017-12-18","8-Closed Lost","","69","36","6"
"0012A000023sHGUQA2","SB C&S Corp.","1.833","2017-03-01","None","0062A00000qlYrCQAU","2017-06-19","30","2018-02-26","7-Closed Won","","16","36","6"
"0012A000022A7QJQA0","Pepper Money Ltd","1.000","2017-02-28","None","0062A00000nTa8iQAC","2017-06-19","42","2018-02-26","7-Closed Won","","16","36","1"
"0012A000023sNzBQAU","MITSUBISHI CORPORATION","0.916","2017-01-16","None","0062A00000nS5VsQAK","2017-05-08","128","2018-01-15","7-Closed Won","","16","36","6"
"001F000001nuUtGIAU","Peopleconnect","0.416","2017-01-01","None","0062A00000m6xvkQAA","2017-04-24","30","2018-01-01","7-Closed Won","","17","36","4"
"0012A0000204AZGQA2","Thrivos, Inc. (fka CASH1)","1.916","2017-01-15","None","0062A00000m93A2QAI","2017-05-08","145","2018-01-15","7-Closed Won","","17","36","12"
"001F000001jVSZ2IAO","Hotel Tonight, Inc.","1.000","2017-01-20","None","0062A00000m9lRwQAI","2017-05-08","62","2018-01-15","7-Closed Won","","16","36","1"
"001F000001YEwihIAD","Automotive Finance Corporation","0.750","2015-12-31","None","0062A00000nS00lQAC","2017-04-17","10","2017-12-25","8-Closed Lost","","68","36","1"
"001F000001jVRD1IAO","Numerator (fka Infoscout)","0.916","2017-01-31","None","0062A00000m8gcrQAA","2017-05-22","146","2018-01-29","7-Closed Won","","16","36","3"
"0012A000029xdHwQAI","Encova Insurance Group","1.416","2017-01-27","","0060Z00000ouhpmQAA","2019-05-13","3","2020-01-20","7-Closed Won","","120","36","5"
"001F000001nMuC2IAK","MoneySuperMarket.com","0.583","2017-01-16","None","0062A00000mAF0iQAG","2017-05-08","7","2018-01-15","8-Closed Lost","","16","36","1"
"0010Z000024tBSQQA2","Lakeshore Loans","1.750","2019-02-04","Green","0060Z00000oul7KQAQ","2019-05-27","34","2020-02-03","8-Closed Lost","","16","36","7"
"0012A000029VmYRQA0","MITSUI FUDOSAN RESIDENTIAL SERVICE CO., LTD.","0.333","2017-08-01","None","0062A00000ovhnuQAA","2017-11-20","4","2018-07-30","8-Closed Lost","","16","36","0"
"0012A0000204AZGQA2","Thrivos, Inc. (fka CASH1)","2.166","2017-01-15","Green","0060Z00000pxQYZQA2","2019-05-06","61","2020-01-13","7-Closed Won","","121","36","12"
"0012A000025JarPQAS","Applecart","1.166","2018-02-28","Green","0060Z00000tDoAPQA0","2019-08-19","354","2020-04-27","7-Closed Won","21000.0","77","36","12"
"0012A00002IJPYZQA5","Phone Group","0.916","2018-07-31","Green","0060Z00000wWhGtQAK","2019-11-18","40","2020-07-27","8-Closed Lost","24000.0","68","36","2"
"0012A00002E8WP2QAN","Zidisha Inc.","1.166","2017-08-16","Green","0060Z00000sZBewQAG","2019-12-02","53","2020-08-10","8-Closed Lost","20000.0","120","36","12"
"001F000001coWSCIA2","Sky UK Limited","0.333","2018-03-07","Grey","0060Z00000riDcOQAU","2019-06-24","4","2020-03-02","8-Closed Lost","","68","36","1"
"0012A000023s5WAQAY","Catalant Technologies, Inc.","1.000","2018-08-31","Not Flagged this week","0060Z00000nLY0ZQAW","2018-12-17","32","2019-08-26","8-Closed Lost","","16","36","3"
"0012A00002EAoVKQA1","JAPAN TOBACCO INC.(Parent)","2.416","2018-08-01","Green","0060Z00000sZRkKQAW","2019-11-18","121","2020-07-27","8-Closed Lost","60000.0","68","36","9"
"0012A000029WQd1QAG","JPMorgan Chase Bank, N.A.","1.916","2015-09-30","Not Flagged this week","0060Z00000lfBqMQAU","2018-09-03","210","2019-05-13","7-Closed Won","","153","36","9"
"0010Z000025nzRlQAI","Sanofi-Aventis Australia Pty Limited","0.500","2018-12-28","Green","0063q00000xqtNKAAY","2020-04-20","6","2020-12-28","7-Closed Won","39998.4","69","36","5"
"001F000001RZ5YPIA1","Maestro Consulting Services, LLC.","0.333","2017-01-27","None","0062A00000nS7e4QAC","2017-05-15","26","2018-01-22","7-Closed Won","","16","36","1"
