is_bad,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code
0,"Lexmark International","4 years","RENT","71000.0","not verified","n","","debt_consolidation","payoff_","405xx","KY","18.35","0.0","2/1/2004","0.0","","","12.0","0.0",10511,"60.3","22.0","f","0.0","",1
0,"Tampa General Hospital","1 year","RENT","37200.0","not verified","n","  Borrower added on 03/16/10 > I'm using this loan to consolidate my credit cards which have 23-25% interest rates.  I have a secure full time job working as a nurse and I have never been late on a payment.  I have a car that I own outright.  Thank you in advance.<br/> Borrower added on 03/16/10 > I'm using this loan to consolidate my credit card debt.  The interest rates are between 23-25%.  I have a secure and stable job as an RN and have always made payments on time.  I own my car out-right.  Thank you in advance!<br/>","credit_card","Debt Consolidation","336xx","FL","8.77","0.0","7/1/2005","0.0","","","6.0","0.0",9945,"55.2","8.0","f","0.0","",1
0,"US Dept of Veterans Affairs","4 years","RENT","65004.0","VERIFIED - income","n","  Borrower added on 07/27/10 > After suffering the death of my spouse, I am now the sole provider for two daughters.  This life event caused me to leave a 23 year career in the fire service as a fire chief/paramedic to provide care for my girls.  I now work for the US Government in Information Technology.  The purpose of this loan is simply for restructuring to reduce overall payments and interest, but moreso to reduce the number of monthly accounts.......to simply life if you will.<br/><br/>I have overall maintained lower balances on these accounts, with the highest balance being $1500.<br/><br/>Thank you in advance for your consideration.<br/>","debt_consolidation","Card Consolidation","350xx","AL","11.96","0.0","11/1/1994","8.0","57.0","","9.0","0.0",2431,"47.7","17.0","f","0.0","",1
0,"Qteros  Inc.","< 1 year","RENT","90000.0","VERIFIED - income","n","I experienced a difficult time in my personal life a few years ago, coped in part by abusing my credit cards and became seriously in debt.  I've paid down the debt by about 40% over the last year and a half -- generally making payments more than once a month to each of 5 cards.  However, within the last couple of months, 3 of these credit cards have increased their interest rates criminally.  I've requested rate reductions directly and can't get any cooperation despite my very good credit history.  It feels like I'm now trying to fill a bucket with a giant hole in the bottom.  I would like to consolidate 3 of these credit cards, all of which have interest rates at 22.99% or (much) higher.  I have a stable, management position with a very good salary and remain 1000% committed to achieving credit-card debt-free life, as I have two kids to send to college soon within the next few years.  Going through the banking system and, worse yet, the ""special introductory rate"" credit card systems have only made things worse.  This solution seems to me a real solution.  I can't bear this burden on me and my family and would be very grateful for the help.","debt_consolidation","Cleaning Up My Act","015xx","MA","15.03","0.0","1/1/1982","0.0","","","10.0","0.0",44539,"59.8","31.0","f","0.0","",1
0,"Comcast","6 years","RENT","42000.0","not verified","n","","wedding","Wedding","212xx","MD","3.0","0.0","9/1/2003","0.0","33.0","","3.0","0.0",3688,"67.1","11.0","f","0.0","",1
0,"Hennes and Mauritz","10+ years","RENT","35004.0","not verified","n","","debt_consolidation","RRJLoan","112xx","NY","2.09","2.0","9/1/2000","0.0","22.0","","4.0","0.0",883,"73.6","11.0","f","0.0","",1
0,"Nu-Way Transportation Services, Inc.","6 years","MORTGAGE","36000.0","not verified","n","  Borrower added on 10/28/10 > This loan will be used to pay-off four accounts, including CITI, Lowe's &amp; Mastercard.  Am very appreciative of this opportunity (and your support) to rid myself of these accounts once and for all.  Many thanks.<br/> Borrower added on 10/29/10 > As far as the well-being of your funds, I am conscientious about my responsibilities.  I believe in taking care of my obligations.  I have secure employment with a good company.  This loan, if funded, will be repaid in-full in a timely manner.<br/>","debt_consolidation","Last of Revolving Credit to be paid off","617xx","IL","18.5","1.0","8/1/1991","1.0","13.0","","12.0","0.0",22893,"53.7","23.0","f","0.0","",1
0,"Toyota Financial Svcs","< 1 year","RENT","39520.0","not verified","n","I need a motorcycle loan.","other","Motorcycle","212xx","MD","8.47","0.0","6/1/2003","1.0","","67.0","7.0","1.0",7763,"33.2","7.0","f","0.0","",1
0,"Freelance Enterprises","6 years","MORTGAGE","45000.0","not verified","n","  Borrower added on 08/10/10 > Loan is to help pay back what I owe for windows that I have been paying on for 5 1/2 years at 26.99% intrest!  I have only managed to pay $1000 of the bill because of the intrest they charge me every month.  Weight loss bill they are charging me 29.99% intrest so it's the same story.<br/>","debt_consolidation","Windows/Weight Loss","800xx","CO","24.41","0.0","2/1/1995","2.0","","","16.0","0.0",9655,"40.7","40.0","f","0.0","",1
0,"The Boston Consulting Group","10+ years","RENT","96000.0","VERIFIED - income","n","","debt_consolidation","Debt Consolidation Loan","021xx","MA","7.34","0.0","12/1/1990","0.0","","","6.0","0.0",25357,"45.6","20.0","f","0.0","",1
0,"PricewaterhouseCoopers LLP","5 years","MORTGAGE","110000.0","VERIFIED - income source","n","","debt_consolidation","Debt Consolidation Loan","116xx","NY","6.65","0.0","7/1/2001","0.0","","","4.0","0.0",13172,"52.7","9.0","f","0.0","",1
0,"Kaiser - Southern California Permanente ","10+ years","MORTGAGE","320000.0","VERIFIED - income","n","Funds will be used to upgrade 3 bathrooms in the house. I have lived in our home since 1989. My credit score is excellent and I have never defaulted on a loan. I have been employed in a stable same position since 1980. My income is not at risk and I pay all my debts faithfully. All of the moneys will be used to do the home improvement which will add greatly to the value of the home.","home_improvement","Bathrooms","921xx","CA","14.5","0.0","5/1/1982","1.0","","","12.0","0.0",36848,"38.8","43.0","f","0.0","",1
0,"dunklin county court house","8 years","OWN","47000.0","not verified","n","  Borrower added on 10/09/11 > by getting this loan i will be able to pay off bills and have one payment to worry about<br/>","debt_consolidation","pay bills","638xx","MO","27.14","0.0","2/1/1984","1.0","46.0","","14.0","0.0",503,"3.5","25.0","f","0.0","",1
0,"Wood Group - TransCanada Turbines","10+ years","MORTGAGE","121200.0","not verified","n","","major_purchase","Honda Rebel","770xx","TX","18.83","0.0","1/1/1989","0.0","","","19.0","0.0",58184,"9.1","48.0","f","0.0","",1
0,"Maryland State Police","3 years","RENT","41000.0","VERIFIED - income source","n","","major_purchase","Boat","217xx","MD","0.0","1.0","7/1/1996","0.0","3.0","","2.0","0.0",0,"0.0","7.0","f","0.0","",1
1,"RALPHS WAREHOUSE","10+ years","RENT","60000.0","VERIFIED - income","n","  Borrower added on 06/08/10 > IF WE NEED TO SECURE THE LOAN  WE HAVE A 2007 NAVIGATOR PAID IN FULL WITH NO LENDERS WHAT SO EVER<br/>","debt_consolidation","PHILLIPANDDEBORAGH","923xx","CA","15.06","0.0","4/1/1999","0.0","97.0","94.0","3.0","1.0",15918,"94.2","12.0","f","0.0","",1
0,"Brightstar Corporation","2 years","RENT","70000.0","not verified","n","I'm a successful 25 year old sales rep. This loan is for my education, but not books or a common education, more like a street smart education and experience.  I'm practicing how to raise capital/borrow money to create profitable returns.  This is a skill I want to master to create wealth.  I'm also enjoying the experience as I don't ""need"" the money.  I don't have a mortgage, my income exceeds my expenses and I'm very meticulous about spending.  I have good control over myself mentally, spiritually and emotionally, therefore I have good control over my money. My only debt is a car lease and a interest free care credit loan for my lasik (i could have paid cash but why not get interest free financing).  My credit card balances are paid in full during their billing cycle - they are used solely to build credit and get points.  I don't have school loans as I did my undergrad as a Fulbright Scholar, and MBA's are overrated.  So I'm pretty liquid.  Even my wife's diamond ring is paid in full, and her parents paid for the wedding.   So why borrow if I have money?  Again, this is for the experience, I can comfortably afford the loan and interest, but I think this experience will make me better in business.  There is bad debt, when you buy liabilities or things that depreciate.  This is good debt, the kind that puts money in my pocket building an asset.  Thanks for your time,  Carlos","educational","Social Entrepreneur","600xx","IL","9.38","0.0","2/1/2003","0.0","0.0","0.0","8.0","0.0",8850,"32.3","8.0","f","0.0","",1
0,"Dell Financial Services LLC","8 years","MORTGAGE","65000.0","VERIFIED - income","n","  Borrower added on 05/14/11 > I would like to have a lower interest rate(than my current debt of 15.9% on a major credit card) and a specific time period in which to repay the debt.  Lending Club is an avenue that I would like to take in order to achieve this goal.<br/>","debt_consolidation","Pay off Citi card","786xx","TX","17.45","0.0","7/1/1991","3.0","","","10.0","0.0",7310,"29.4","46.0","f","0.0","",1
0,"Frito Lay","3 years","MORTGAGE","50000.0","not verified","n","  Borrower added on 11/03/11 > This loan would payoff and close several high-interest credit cards that I just haven't been able to get rid of. I have learned from the credit mistakes I made as a young adult, but am still burdened with the results of those mistakes while trying to start a family.<br/><br/>I work a stable, full time job with a reputable company. I have been with my employer for almost 3 years. I just bought my dream house in July, and with the current home prices and mortgage rates, I pay basically the same that I paid for rent on our old apartment.<br/> <br/>Thank you for your consideration, any help you can offer is greatly appreciated<br/>","debt_consolidation","debt consolidation loan","028xx","RI","12.48","0.0","8/1/2002","1.0","31.0","","10.0","0.0",16446,"63.0","31.0","f","0.0","",1
0,"United States Air Force","10+ years","MORTGAGE","102000.0","not verified","n","  Borrower added on 05/03/10 > I definitely will have no problems paying the loan back.  Being in the military I have a steady income and great career and job security.  I am just trying to consolidate some debt, so that I can pay off my debt faster.<br/>","debt_consolidation","New","958xx","CA","19.14","0.0","12/1/1997","0.0","","","13.0","0.0",28123,"36.5","32.0","f","0.0","",1
0,"Roger George Rentals","9 years","RENT","44004.0","VERIFIED - income source","n","","debt_consolidation","Life changing loan","916xx","CA","22.47","0.0","5/1/2002","1.0","","","16.0","0.0",16345,"94.5","32.0","f","0.0","",1
0,"Edward Jones","< 1 year","RENT","21600.0","VERIFIED - income source","n","","debt_consolidation","Better than USBank's Rate...","947xx","CA","11.11","0.0","9/1/2005","0.0","","","8.0","0.0",1177,"14.7","12.0","f","0.0","",1
0,"Jeffrey Gitomer's TrainOne","2 years","MORTGAGE","41500.0","VERIFIED - income source","n","  Borrower added on 02/21/11 > Dear Investor,<br/><br/>The borrowed funds will be put toward our wedding this year. I have always had an excellent credit score, I have never defaulted on a loan or gone into collections with any outstanding debt. My employment has been steady and I have been with my current job since 2008. Each month, I carefully monitor my outgoing payments and try to spend conservatively by limiting extraneous expenses. I believe I am a quality candidate for a loan from LendingClub.<br/>","wedding","Wedding Loan","282xx","NC","8.82","0.0","1/1/1999","0.0","","","6.0","0.0",8177,"43.7","13.0","f","0.0","",1
0,"Home Care Matters","5 years","MORTGAGE","28000.0","not verified","n","  Borrower added on 07/30/11 > I plan to use these funds to pay down high interest credit cards.  Even though I don't use the cards at all, it seems like the balances never go down.  My monthly bills are around $600-$650 every month.  I've been with the same employer for 5 years, and I work in the healthcare field.  My job is very secure.  Over the last couple of years I have become very credit conscious, because I realize how much a good credit score can help me out in my lifetime.  I am the type of person that loves to sit down and pay my bills every month because it gives me a very accomplished feeling knowing that I am not living beyond my means.<br/>","debt_consolidation","CC","448xx","OH","15.81","0.0","10/1/2002","0.0","","","9.0","0.0",8090,"44.6","18.0","f","0.0","",1
0,"162 fighter wing","9 years","MORTGAGE","66996.0","VERIFIED - income","n","","debt_consolidation","Debt Consolidation","852xx","AZ","21.8","0.0","9/1/2000","0.0","","","6.0","0.0",25735,"82.0","17.0","f","0.0","",1
1,"Amadeus Home Music School","1 year","RENT","100000.0","not verified","n","www.music-housecalls.com--The Amadeus Home Music School will be using the loan to expand our Home Music Lesson business which currently has 250 instructors in 17 states.  The expansion will be to add Ontario and other states within the United States of America.  This will assist us in paying our first few months of Google charges.  With Google we have generated a 5 to 1 return. Our web presence is at the top of Google, Yahoo and MSN in the sponsored links.  Please take a look at our work and consider funding our expansion.","small_business","Year 1 $250,000","100xx","NY","1.57","0.0","7/1/1990","5.0","28.0","0.0","9.0","0.0",17,"0.1","15.0","f","0.0","",1
1,"Comcast ","3 years","MORTGAGE","105000.0","VERIFIED - income source","n","  Borrower added on 05/22/11 > I have sold my previous boat and will use those funds and this loan for this new boat. I am a very responsible both financially and personally.<br/>","major_purchase","Four Winns 268 Vista Boat","945xx","CA","14.17","1.0","9/1/1998","2.0","11.0","","9.0","0.0",2896,"45.2","27.0","f","0.0","",1
0,"USC","10+ years","RENT","160549.0","VERIFIED - income","n","  Borrower added on 08/19/11 > COSMETIC SURGERY BEEN AT JOB 33 YEARS SAME RESIDENCE 23 YEARS<br/>","other","COSMETIC SURGERY","916xx","CA","15.55","0.0","10/1/1973","2.0","","","12.0","0.0",33187,"63.1","29.0","f","0.0","",1
0,"21st Amendment Brewery","2 years","RENT","24000.0","VERIFIED - income source","n","  Borrower added on 06/18/11 > Wells Fargo jacked up my interest rate. Paying off the Visa would put hundreds of dollars towards my student loan and saving for a down payment on a house.<br/>","credit_card","Visa Payoff","941xx","CA","12.85","0.0","7/1/2003","0.0","","","5.0","0.0",2999,"47.6","7.0","f","0.0","",1
0,"Harker Middle School","< 1 year","RENT","36000.0","VERIFIED - income source","n","","debt_consolidation","Debt Consolidation","951xx","CA","9.43","0.0","7/1/2004","1.0","","","12.0","0.0",3268,"11.3","28.0","f","0.0","",1
0,"Southwest Airlines","10+ years","RENT","67920.0","VERIFIED - income source","n","","debt_consolidation","Debt Consolidation Loan","210xx","MD","11.27","0.0","8/1/1994","0.0","","","7.0","0.0",30139,"62.0","34.0","f","0.0","",1
0,"US Army","4 years","RENT","43932.0","VERIFIED - income source","n","","debt_consolidation","perfect loan","136xx","NY","15.38","0.0","5/1/2004","2.0","41.0","","5.0","0.0",1709,"61.0","10.0","f","0.0","",1
0,"Walmart","10+ years","RENT","46500.0","VERIFIED - income","n","  Borrower added on 07/11/11 > Paying off another loan for a lower monthly payment and interest rate<br/>","debt_consolidation","Payoff Loan","403xx","KY","27.67","0.0","5/1/2003","0.0","","","9.0","0.0",498,"3.9","25.0","f","0.0","",1
0,"Cornell University","10+ years","MORTGAGE","76500.0","VERIFIED - income source","n","","major_purchase","Little Guy 6 Wide Sport","131xx","NY","12.31","0.0","10/1/1990","1.0","42.0","","8.0","0.0",2195,"19.1","32.0","f","0.0","",1
1,"Fifth Third Bank","5 years","MORTGAGE","65000.0","VERIFIED - income","n","  Borrower added on 10/06/11 > To combine High interest Credit Card debt and consolidate into one loan. One monthly payment.<br/>","debt_consolidation","Debt Cons","606xx","IL","3.01","0.0","7/1/2007","1.0","","","5.0","0.0",6526,"94.6","8.0","f","0.0","",1
1,"Centinela State Prison","10+ years","MORTGAGE","58044.0","VERIFIED - income source","n","","debt_consolidation","My Loan","922xx","CA","19.43","0.0","12/1/1998","3.0","","","11.0","0.0",11540,"43.2","30.0","f","0.0","",1
0,"Cpi Security","3 years","RENT","57000.0","VERIFIED - income","n","  Borrower added on 06/05/11 > I need this in order to take care of some unexpected bills. Thank you.<br/>","other","Just in case","282xx","NC","12.57","1.0","1/1/2001","1.0","17.0","","5.0","0.0",0,"0.0","20.0","f","0.0","",1
0,"northside independent school district","7 years","MORTGAGE","37800.0","not verified","n","  Borrower added on 08/23/11 > THIS LOAN WILL ALLOW ME TO DISPOSE OF HIGH INTEREST CREDIT DEBT.  THE CREDIT WAS ACQUIRED FOR A SPECIFIC PURPOSE.....HOME REMODELING.  THAT PURPOSE HAS BEEN REALIZED.  ADDITIONALLY, I WANT TO REDUCE (1) THE NUMBER OF  ACCTS WITH BALANCES AND (2)  BALANCES TO CREDIT LIMITS.  ABILITY TO REPAY IS NOT A PROBLEM.<br/>null","debt_consolidation","blues in C minor","782xx","TX","8.57","0.0","1/1/1991","2.0","","","7.0","0.0",5154,"57.3","8.0","f","0.0","",1
0,"PVPUSD","5 years","RENT","37000.0","not verified","n","  585736 added on 12/07/09 > I plan on helping my daughter finish her education and I have a very stable job to be able to pay back my loan<br/> 585736 added on 12/07/09 > I plan on helping my daughter complete her college education and I have a very stable job to pay back my loan<br/>","other","HelpingHands","902xx","CA","6.36","0.0","9/1/1979","4.0","44.0","","8.0","0.0",4680,"20.3","22.0","f","0.0","",1
0,"SELF","5 years","MORTGAGE","68000.0","not verified","n","I NEED MONEY TO FINISH REPAIRS ON AN INVESTMENT PROPERTY SO I CAN PUT IT ON THE MARKET.","home_improvement","SELL INVESTMENT HOME","757xx","TX","26.7","0.0","12/1/1998","2.0","0.0","0.0","8.0","0.0",27163,"88.2","11.0","f","0.0","",1
0,"KBACE","< 1 year","MORTGAGE","66500.0","not verified","n"," 575480 added on 11/16/09 > Hi.  I am refinancing a Chase credit card that just changed terms out of the blue.  I would rather give my money to regular people than the bank.  Thanks for considering my request.<br/>","debt_consolidation","Consolidate Credit Cards and Payoff Once and For all","030xx","NH","14.29","0.0","10/1/1995","1.0","","","12.0","0.0",12657,"8.6","52.0","f","0.0","",1
0,"Collins Stewart LLC","< 1 year","RENT","75000.0","VERIFIED - income","n","  Borrower added on 05/31/11 > I'm using this to pay off an older LendingClub loan and a credit card.<br/>","debt_consolidation","Debt consolidation","100xx","NY","10.86","0.0","10/1/2003","0.0","","","8.0","0.0",206,"18.7","19.0","f","0.0","",1
0,"Elkhorn Electropolish","2 years","RENT","60000.0","not verified","n","  Borrower added on 03/16/10 > Paying off higher interest debt.  Consolidating into one payment.<br/>","debt_consolidation","Consolidation","531xx","WI","16.26","0.0","12/1/1999","1.0","48.0","","12.0","0.0",5021,"24.5","25.0","f","0.0","",1
0,"","6 years","MORTGAGE","48000.0","VERIFIED - income source","n","  Borrower added on 10/12/10 > I've been a freelance web-marketer for the past 6 years helping small business owners create and market their websites. I started focusing on the massively popular WordPress software for building websites a year ago and business has been booming ever since. There are over 300 million websites built in WordPress, and the market is hungry for information and services.<br/><br/>We provide WordPress related products that people can purchase to learn WordPress themselves, such as Video Tutorials, or we can provide a full-range of services including web design, development, SEO, AdWords, Analytical systems, and much more. The business also has a huge opportunity in affiliate marketing of WordPress related services, such as hosting and domain names.<br/><br/>The business is growing far faster than I can keep up with and I desperately need to get an office space with some help. The loan I am seeking is to lease and equip the office, hire a few staff people, and start a marketing campaign to drive new business.<br/><br/>I&rsquo;ve been profitable every year in business and believe fully in repaying my debts. I honestly think this is a low-risk loan and hope you think so too :)<br/><br/>Thanks!<br/>","small_business","Booming Web-Marketing Business","606xx","IL","6.08","0.0","10/1/2000","3.0","","","5.0","0.0",9501,"73.1","11.0","f","0.0","",1
0,"NCR Corp","10+ years","MORTGAGE","97500.0","VERIFIED - income","n","  Borrower added on 12/26/10 > This loan is for travel and expenses related to my green card collection. My card has now been allocated and I need to fly myself and the other 3 members of my family to an overseas US consulate to get the cards. We have been living in the US since 2002 on a corporate sponsored visa. I have been employed by the same company since 1999.<br/> Borrower added on 12/26/10 > .<br/>","other","Travel Expenses","305xx","GA","11.88","0.0","8/1/2001","1.0","","","7.0","0.0",3136,"11.6","14.0","f","0.0","",1
0,"Experian","1 year","MORTGAGE","93450.0","not verified","n","I am a single-income earner and am going through a court-ordered separation.  I am on a credit card account, and my spouse is listed as a joint cardholder.  I tried to have her removed, but the card issuer said that they would remove her once the account was paid in full.  I have never been delinquent and have been employed for almost 13 years.  I have successfully paid multiple auto loans and I have successfully paid my mortgage since we bought our first house 8 years ago.","debt_consolidation","Moving card debt to my account","301xx","GA","15.38","0.0","9/1/1994","2.0","","","9.0","0.0",79083,"67.3","25.0","f","0.0","",1
0,"Timelink International","1 year","MORTGAGE","50000.0","not verified","n","  Borrower added on 09/19/10 > Purchase Engagement Ring, Pay Off Credit Card, Home Improvements<br/> Borrower added on 09/19/10 > I'm a software analyst for a thriving workforce management company for the past year and a half. I recently purchased my first home at the age of 25 and I'd like to pay some of my credit card debt I accrued from college. I also want this loan to purchase an engagement ring for the love of my life, along with finish the basement in my new home. I would be paying off 2 credit cards with this money and have over $3000 to spend on the ring (I already own a $4000 1.02 carat diamond for it) and basement. I have fully payed off and own my car as well.<br/> Borrower added on 09/30/10 > Almost there! Thanks everyone who has funded so far!<br/>","debt_consolidation","Paul","068xx","CT","6.72","1.0","9/1/2001","1.0","22.0","","7.0","0.0",11992,"48.9","28.0","f","0.0","",1
0,"URS","3 years","RENT","42500.0","VERIFIED - income","n","  Borrower added on 03/24/10 > This money will go towards funding my dream wedding. As a fiscally responsible person, I've never had to rely on credit extended by banks. I'm using this site in an effort to ensure my credit worthiness for greater future expenses to come. I would consider myself low risk as I pride myself on having never missed a payment.<br/>","major_purchase","Solid Investment","806xx","CO","6.47","0.0","9/1/1976","0.0","","","3.0","0.0",1263,"15.8","5.0","f","0.0","",1
0,"Debix","4 years","MORTGAGE","110000.0","not verified","n","","other","Wedding","787xx","TX","7.96","0.0","7/1/2005","0.0","","","7.0","0.0",11107,"79.3","11.0","f","0.0","",1
0,"Bristol Public Schools","4 years","OWN","61000.0","VERIFIED - income source","n","","major_purchase","Wedding","060xx","CT","11.33","0.0","9/1/2005","1.0","","","8.0","0.0",2391,"15.8","11.0","f","0.0","",1
1,"jetblue airways","6 years","RENT","60000.0","VERIFIED - income source","n","  Borrower added on 11/17/10 > This loan I need for my sisters wedding expence<br/>","other","sister's wedding expence ","114xx","NY","7.96","0.0","5/1/2005","0.0","","","6.0","0.0",11873,"51.6","15.0","f","0.0","",1
0,"cattaraugus community action","3 years","MORTGAGE","42000.0","not verified","n","  Borrower added on 05/17/10 > I am simply trying to work my way out of living week to week.  I am trying to help my parents with a couple billssince my father hasnt been able to work, and I myself accumulated some bills when the kids' father left.  I make my payments now and on time, but find it might be less stressful if I could just make one payment and eliminate all the little ones.<br/> Borrower added on 05/17/10 > I receive $1100 bi weekly child support in one court order<br/>I receive $ 260 bi weekly in another court order<br/>I gross $958 bi weekly<br/><br/>I do have a student loan that I am paying for, a house I purchased for me and my 3 children and a vehicle payment, $171 and $415  & $420 respectivelely and of course my monthly utilitities and daily living expenses for a family of 4.<br/> Borrower added on 05/19/10 > I made a mistake, I dont receive $1100 for child support bi weekly... I receive $550 bi weekly court ordered ($1100/month)<br/> Borrower added on 05/26/10 > I would like to reassure those who are possibly considering on investing in me that it would be a positive investment.  Aside of my above listed payouts which with my cost of living amount to about $2000, I pay out another $1000 - $1200 in an orthdontist payment ($200), and small credit card or  loans that I only make minimal or a little above minimal payments on. By my credit score and background you can see I have made timely payments for years and am a very low risk for you.  I would be very excited to be able to reduced my payment in half or better and give you deserving investors a return rather than these greedy undeserving credit card companies that just want to ruin us little people..and in return benefit and be on my way to a better situation and on top like you in three years instead of struggling still making minimum paments for years to come..  Your time and interest is much appreciated, I am just a mom trying to get back on track.... Thanks<br/> Borrower added on 05/26/10 > I would like those who are interested in investing to know that I would be a very low risk to you.  The bills that I would be able to pay off would minimize my payments almost by 1/3 of what I am paying out now and as by you can see I have not made late payments in years and I have a rather decent credit score.  I am very eager to eliminate by debts and quit giving to these undeserving high interest creditors. My job is secure, my loyaly is to you.  Your time, interest and consideration is much appreciated by myself and children..  Thanks so much - Sheri<br/>","debt_consolidation","consolidate","147xx","NY","24.54","0.0","3/1/1999","0.0","55.0","","10.0","0.0",25547,"76.5","47.0","f","0.0","",1
0,"Hertz corporation","10+ years","MORTGAGE","50000.0","VERIFIED - income","n","  Borrower added on 11/18/11 > <br>The funds will be used to pay off credit card debts and to use for remodelling my kitchen.  <br>","other","payoff credit card debt & home improveme","731xx","OK","20.88","0.0","10/1/1992","1.0","","107.0","11.0","1.0",12753,"59.9","32.0","f","0.0","",1
0,"Nova Technologies","8 years","MORTGAGE","99840.0","VERIFIED - income source","n","  Borrower added on 01/22/11 > This loan is to replace our 19-year old HVAC system.  The house has dual systems, and we had to replace the other system last summer.  We paid for that system using a gift from a family member, but are having to borrow this time.<br/>","home_improvement","New Heating and A/C System","760xx","TX","9.83","0.0","3/1/1985","0.0","24.0","","7.0","0.0",0,"0.0","15.0","f","0.0","",1
0,"Truck Enterprises Inc.","10+ years","MORTGAGE","175000.0","not verified","n","  Borrower added on 06/05/11 > Have above gound swimming pool installed.<br/> Borrower added on 06/07/11 > Good borrowrer capable of making capital contributions in the event of economic stres, stable steady jobs and income long term employment. Good credit, improving strategies in place. Positive cash flow and net worth liguidity. Large cash flow net earnings and investements for retiremt maxed for contributions.<br/>","home_improvement","Pool","229xx","VA","9.38","0.0","9/1/1999","0.0","30.0","","6.0","0.0",3829,"76.6","17.0","f","0.0","",1
0,"MBM-TRANS Corp","4 years","MORTGAGE","68500.0","VERIFIED - income","n","I would like to consolidate two cards with highest balances and interest rates that are 15 & 19% each. I accumulated the debt over the last 3 years because of my own ignorance, by using credit cards as emergency fund. Three months ago I discovered the Dave Ramsey plan and have been an avid follower ever since. Right now I have a 6k in savings for emergencies. In the last three months I paid off my car and the smallest credit card. I've got 5 cards total and would like to consolidate two of the largest ones into one loan and knock out the other three individually. I forecast to be finished with paying all of my debt(besides the condo) in two years. I'm a truck driver(owner-operator) with my own paid for truck, so even these tough times don't make me hurt as much as some of my peers that have huge truck payments. My finances are listed below:  5679 - monthly income -1194 - condo pmts -740 - groceries -280 - gas for car -190 - utilities(elect, Heat, Tel) -800 - entertainment, house-hold goods, etc =2475 left for savings.  I've never known that I have so much money left over until I did my first budget. As you can see I can pay this debt off on my own, but I would rather pay the interest to people like you and me than to the banks that wouldn't let me consolidate these cards. Thank you for viewing this post and I hope you invest in me. Feel free to ask me any question you may have.","debt_consolidation","Two credit cards consolidation","604xx","IL","13.7","0.0","4/1/2003","2.0","","","9.0","0.0",23626,"90.9","13.0","f","0.0","",1
0,"Allied Barton Security","< 1 year","RENT","25000.0","not verified","n","I will be purchasing a used mobile home for my primary residence.  I have saved half the asking amount, so am only asking a loan for the other portion.  This will be very affordable living for my family-we like a bargain.  We are honorable when it comes to our money and have always paid our debts.  We just don't like to be extorted when it comes to interest rates-we are fine paying a reasonable rate.    We fancy we are savvy people.  Our credit score/history bears this out.  We are honest people.  Thank you. ","major_purchase","purchase my new home","925xx","CA","8.16","0.0","10/1/2001","1.0","","","6.0","0.0",415,"6.8","11.0","f","0.0","",1
0,"Goodroe HealthCare Solutions, VHA Inc.","2 years","MORTGAGE","93000.0","not verified","n","","credit_card","Paying off credit cards","300xx","GA","10.61","0.0","9/1/1997","1.0","62.0","","12.0","0.0",28960,"22.2","19.0","f","0.0","",1
1,"Larry's Plumbing","10+ years","MORTGAGE","87000.0","not verified","n","","debt_consolidation","Credit car payoff","337xx","FL","8.97","0.0","10/1/1996","1.0","","","9.0","0.0",19688,"66.5","16.0","f","0.0","",1
1,"Baghouse & Idustrial Sheet metal","10+ years","MORTGAGE","50400.0","VERIFIED - income source","n","","home_improvement","Country wide","923xx","CA","3.36","0.0","1/1/1997","0.0","58.0","","10.0","0.0",2009,"4.4","20.0","f","0.0","",1
0,"Swimways Corp.","10+ years","OWN","62000.0","VERIFIED - income","n","","debt_consolidation","Credit card pay","234xx","VA","17.79","0.0","11/1/1994","0.0","","","5.0","0.0",15373,"89.4","11.0","f","0.0","",1
0,"Cupertino Electric, Inc","4 years","MORTGAGE","75000.0","VERIFIED - income","n","","credit_card","CardRefi","951xx","CA","9.68","0.0","6/1/2002","2.0","","","7.0","0.0",13566,"52.4","14.0","f","0.0","",1
0,"Corporate Care","n/a","RENT","52500.0","not verified","n","  Borrower added on 03/20/11 > Debt consolidation at a lower interest rate.<br/>","debt_consolidation","Debt consolidation 6 month goal","945xx","CA","16.43","0.0","4/1/1992","0.0","","","9.0","0.0",4425,"36.0","25.0","f","0.0","",1
0,"NW Portland Area Indian Health Board","6 years","RENT","66000.0","not verified","n","  Borrower added on 12/08/11 > I have diligently been working hard to eliminate my debt, however due to high interest rates this has been a long (and expensive) journey. It is my intent to use this loan to consolidate my remaining debts and be debt free in 3 yrs. <br>I have a strong history of paying my obligations in a timely manner and have worked for the same organization for several years.<br>Thank you.<br><br>","debt_consolidation","Debt Consolidation","972xx","OR","12.42","0.0","10/1/1996","1.0","","","8.0","0.0",18244,"89.4","24.0","f","0.0","",1
